global,room;entrance,room;,room;mash,room;curio,r;final_room,c;,c;mash,c;curio,c;trap,c;obstacle,//,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fog_of_war=on,ROOM TILES,,,,,CORRIDOR TILES,,,,,COMMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;curio=cc_bloodflower;texture=>SWAMPBLD,,,,,,,,,,,,c;mash=named_c_A_3;texture=>SWAMPBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;mash;texture=>SWAMPBLD,,,,,,,,,,,,c;texture=>HDGBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,,c;texture=>HDGBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>HDGNOBLD,,,,,,,,,,,,c;curio=cc_shrew_elder;texture=>SWAMPBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;curio=cc_food_cart;texture=>SWAMPBLD,,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,,c;texture=>SWAMPNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room;texture=>RMSW;mash=named_c_A_3;,,,,,,,,,,,,room;texture=>RMSW;curio=cc_wine_crate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,,c;texture=>SWAMPNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;curio=cc_shrew_elder;texture=>SWAMPBLD,,,,,,,,,,,,c;texture=>SWAMPNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,,c;curio=cc_food_cart;texture=>SWAMPBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;obstacle=pillar,c;texture=>HDGNOBLD,c;texture=>HDGBLD,c;curio=cc_wine_crate;texture=>SWAMPBLD,c;texture=>SWAMPBLD,c;texture=>SWAMPNOBLD,room;texture=>RMSW;mash,c;texture=>SWAMPNOBLD,c;texture=>TRCNOBLD,c;curio=cc_wine_crate;texture=>SWAMPBLD,c;texture=>SWAMPBLD,c;trap=blood_puddle,c;texture=>SWAMPBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>SWAMPNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,room;texture=>RMSW;curio=cc_hive,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,room;texture=>RMSW;mash=named_c_A_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,c;curio=cc_hive;texture=>SWAMPBLD,,,,,,,,,,,c;texture=>SWAMPNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,c;curio=cc_bloodflower;texture=>SWAMPBLD,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,c;mash=named_c_A_4;texture=>SWAMPBLD,,,,,,,,,,,c;curio=cc_hive;texture=>SWAMPBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>SWAMPNOBLD,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>SWAMPNOBLD,c;texture=>SWAMPNOBLD,c;texture=>SWAMPBLD,c;curio=cc_food_cart;texture=>SWAMPBLD,c;texture=>SWAMPBLD,room;texture=>RMSW;mash,c;texture=>SWAMPBLD,c;curio=cc_shrew_elder;texture=>SWAMPBLD,c;texture=>SWAMPBLD,,,c;texture=>HDGNOBLD,,,c;texture=>HDGNOBLD,c;texture=>HDGNOBLD,c;texture=>SWAMPNOBLD,room;texture=>RMSW;curio=cc_bloodflower,c;texture=>SWAMPNOBLD,c;texture=>SWAMPNOBLD,c;texture=>SWAMPNOBLD,c;texture=>SWAMPNOBLD,c;texture=>SWAMPNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>SWAMPNOBLD,,,c;texture=>SWAMPNOBLD,,,c;texture=>SWAMPNOBLD,,,c;texture=>SWAMPNOBLD,,,c;texture=>SWAMPNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>SWAMPNOBLD,,,c;texture=>HDGBLD,c;texture=>TRCNOBLD,c;texture=>SWAMPNOBLD,room;texture=>RMSW;tag=MIST_A_dest,c;texture=>SWAMPNOBLD,c;texture=>SWAMPNOBLD,c;texture=>SWAMPNOBLD,,,c;texture=>SWAMPNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,// YELLOW KEY,,,room;texture=>RMSW;mash=named_c_key_1;curio=yellowkey_heirloom_chest,,,,,c;texture=>SWAMPNOBLD,,,,,,// DEST MIST A,,,,,,c;texture=>SWAMPNOBLD,,,,,room;texture=>RMSW;mash=named_c_trinket_1;curio=cc_treasure_chest,,,// TREASURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>SWAMPNOBLD,,,,,c;obstacle=pillar;texture=>SWAMPNOBLD,,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,c;texture=>SWAMPNOBLD,,,,,,,,,,,,c;curio=cc_bloodflower;texture=>SWAMPBLD,,,,,c;curio=cc_shrew_elder;texture=>SWAMPBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,c;curio=cc_shrew_elder;texture=>SWAMPBLD,,,,,c;texture=>SWAMPNOBLD,,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,c;trap=slumbering_vampire;texture=>SWAMPNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,c;hunger;texture=>SWAMPBLD,,,,,c;texture=>SWAMPNOBLD,,,,,,,,,,,,c;texture=>SWAMPNOBLD,,,,,c;texture=>SWAMPNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,c;texture=>TRCBLD,c;curio=cc_egg_cluster;texture=>SWAMPBLD,c;texture=>SWAMPBLD,c;texture=>SWAMPNOBLD,room;texture=>RMSW;curio=cc_food_cart,,,,,,,,,,,,room;texture=>RMSW;mash,c;texture=>SWAMPNOBLD,c;texture=>SWAMPBLD,c;curio=cc_food_cart;texture=>SWAMPBLD,c;texture=>SWAMPBLD,c;texture=>SWAMPNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>HDGNOBLD,,,,,,,,,,,,c;texture=>SWAMPNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>SWAMPNOBLD,,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,,c;mash;texture=>SWAMPBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;curio=cc_hive;texture=>SWAMPBLD,,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,,,,,,,,,,,,// MIST A,,,,,,,,,,,,,,,,
,room;texture=>RMTRC;curio=cc_shrew_hooded,c;texture=>TRCNOBLD,c;texture=>TRCNOBLD,c;texture=>TRCBLD,c;curio=cc_damned_fountain;texture=>TRCBLD,c;texture=>TRCBLD,c;mash=named_c_B_2;texture=>TRCBLD,c;texture=>TRCBLD,c;texture=>TRCNOBLD,c;texture=>TRCNOBLD,room;texture=>RMTRC;,,,,,,,,,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,,c;hunger;texture=>SWAMPNOBLD,,,,,,,,,,,,,,,,,,,room;texture=>RMTRC;curio=cc_damned_fountain,c;texture=>TRCNOBLD,c;texture=>TRCNOBLD,c;obstacle=mist;name=MIST_A,c;texture=>TRCBLD,c;curio=cc_hammer_game;texture=>TRCBLD,c;texture=>TRCBLD,c;obstacle=pillar,c;texture=>TRCNOBLD,c;texture=>TRCNOBLD,room;texture=>RMTRC;curio=cc_damned_fountain,,,,,,,,,
,c;texture=>TRCNOBLD,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,,,,,,,,,room;texture=>RMSW;curio=cc_shrew_elder,c;texture=>SWAMPBLD,c;mash;texture=>SWAMPBLD,c;texture=>SWAMPBLD,c;curio=cc_wine_crate;texture=>SWAMPBLD,c;texture=>SWAMPBLD,room;texture=>RMSW;mash=named_c_A_5,c;texture=>SWAMPBLD,c;curio=cc_bloodflower;texture=>SWAMPBLD,c;texture=>SWAMPNOBLD,c;texture=>TRCNOBLD,c;texture=>HDGNOBLD,room;texture=>RMSW;curio=cc_hive,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,
,c;texture=>TRCNOBLD,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>SWAMPNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,
,c;curio=cc_wine_crate;texture=>TRCNOBLD,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,
,c;texture=>TRCNOBLD,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,// MIST A,,,,,,,,,,,,,,c;curio=cc_damned_fountain;texture=>SWAMPBLD,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,c;texture=>TRCBLD,,,,,,,,,
,c;texture=>TRCNOBLD,,,,,,,,,,c;texture=>TRCBLD,c;curio=cc_hive;texture=>TRCBLD,c;texture=>TRCBLD,c;texture=>TRCBLD,c;curio=cc_hive;texture=>TRCBLD,c;texture=>TRCBLD,c;texture=>TRCNOBLD,c;texture=>TRCNOBLD,c;texture=>TRCNOBLD,room;texture=>RMTRC;,c;texture=>TRCNOBLD,c;obstacle=mist;name=MIST_A;texture=>TRCNOBLD,c;texture=>TRCNOBLD,c;texture=>TRCBLD,c;curio=cc_bloodflower;texture=>TRCBLD,c;texture=>TRCBLD,c;texture=>TRCNOBLD,room;texture=>RMTRC;mash=named_c_B_1,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,room;texture=>RMTRC;curio=cc_food_cart,c;texture=>TRCNOBLD,c;texture=>TRCNOBLD,c;texture=>TRCNOBLD,c;texture=>TRCBLD,c;curio=cc_wine_crate;texture=>TRCBLD,c;texture=>TRCBLD,c;texture=>TRCNOBLD,room;texture=>RMTRC;mash=named_c_B_1,c;texture=>TRCNOBLD,c;texture=>TRCNOBLD,c;trap=blood_puddle,c;texture=>TRCBLD,c;curio=cc_hive;texture=>TRCBLD,c;texture=>TRCBLD,c;texture=>TRCBLD,c;curio=cc_hive;texture=>TRCBLD,c;texture=>TRCBLD,,,,,,,,,,c;mash=named_c_B_2;texture=>TRCBLD,,,,,,,,,
,c;texture=>TRCNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,c;texture=>TRCBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCBLD,,,,,,,,,
,c;curio=cc_food_cart;texture=>TRCNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,c;mash=named_c_A_6;texture=>SWAMPBLD,,,,,,,,c;curio=cc_shrew_hooded;texture=>TRCBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,c;curio=cc_wine_crate;texture=>TRCBLD,,,,,,,,,
,c;texture=>TRCNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,c;texture=>SWAMPBLD,,,,,,,,c;texture=>TRCBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCBLD,,,,,,,,,
,c;texture=>TRCNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,c;texture=>SWAMPNOBLD,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,
,room;texture=>RMTRC;,c;texture=>TRCNOBLD,c;texture=>TRCBLD,c;curio=cc_bloodflower;texture=>TRCBLD,c;hunger;texture=>TRCBLD,c;texture=>TRCNOBLD,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,c;door_prop=yellow_door;texture=>SWAMPNOBLD,// YELLOW DOOR,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,c;texture=>TRCNOBLD,c;texture=>TRCBLD,c;curio=cc_food_cart;texture=>TRCBLD,c;texture=>TRCBLD,room;texture=>RMTRC;mash=named_c_B_3,,,,,,,,,
,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,,,,,,,,,,,,room;texture=>RMTRC;,c;texture=>TRCNOBLD,c;texture=>TRCNOBLD,c;texture=>TRCBLD,c;curio=cc_bloodflower;texture=>TRCBLD,c;texture=>TRCBLD,c;texture=>TRCNOBLD,c;texture=>TRCNOBLD,room;texture=>RMTRC;icon=LockedRoom_Yellow.png,c;texture=>TRCNOBLD,c;texture=>TRCNOBLD,c;texture=>TRCBLD,c;curio=cc_hammer_game;texture=>TRCBLD,c;texture=>TRCBLD,c;texture=>TRCNOBLD,c;texture=>TRCNOBLD,room;texture=>RMTRC;,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,,,,
,,,,,,c;texture=>TRCBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,,,,
,,,,,,c;mash=named_c_B_3;texture=>TRCBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>HDGBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;curio=cc_shrew_hooded,,,,,,,,,,,,,,
,,,,,,c;texture=>TRCBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;trap=slumbering_vampire;texture=>TRCNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,,,,
,,,,,,room;texture=>RMTRC;tag=MIST_A_dest,// DEST MIST A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>HDGNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room;texture=>RMTRC;tag=MIST_A_dest,// DEST MIST A,,,,,,,,,,,,,
,,,,,,c;texture=>HDGNOBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;mash;texture=>TRCBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,,,,
,,,,,,c;texture=>HDGBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCBLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,,,,
,,,,,,c;curio=cc_hammer_game;texture=>HDGBLD,,,,,,,,,,,,,,,,,,,,,,room;texture=>RMTRC;mash,c;texture=>TRCBLD,c;curio=cc_bloodflower;texture=>TRCBLD,c;texture=>HDGNOBLD,c;texture=>HDGBLD,c;curio=cc_egg_cluster;texture=>TRCBLD,c;texture=>TRCBLD,c;texture=>TRCNOBLD,room;texture=>RMSW;mash=named_c_trinket_2;curio=cc_treasure_chest,c;texture=>TRCNOBLD,c;texture=>TRCNOBLD,c;texture=>HDGNOBLD,c;curio=cc_egg_cluster;texture=>TRCBLD,c;texture=>TRCBLD,c;curio=cc_bloodflower;texture=>TRCBLD,c;texture=>HDGNOBLD,room;texture=>RMHDG;,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,,,,
,,,,,,c;texture=>HDGBLD,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,,,,,,c;texture=>HDGBLD,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCBLD,,,,,,,,,,,,,,
,,,,,,c;texture=>HDGNOBLD,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCBLD,,,,,,,,// TREASURE,,,,,,,,c;texture=>HDGBLD,,,,,,,,,,,,,,,,,,,,,,c;curio=cc_food_cart;texture=>TRCBLD,,,,,,,,,,,,,,
,,,,,,c;texture=>HDGNOBLD,,,,,,,,,,,,,,,,,,,,,,c;curio=cc_damned_fountain;texture=>TRCBLD,,,,,,,,,,,,,,,,c;mash=named_c_C_1;texture=>TRCBLD,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCBLD,,,,,,,,,,,,,,
,,,,,,"c;hidden_door=""hidden_room_1"";texture=>HDGNOBLD",,"r;tag=""hidden_room_1"";disable_torch;hidden;curio=prisoner;icon=PrisonerRoom.png",,,,,,,,,,,,,,,,,,,,c;texture=>HDGNOBLD,,,,,,,,// GREEN KEY,,,,,,,,c;texture=>TRCBLD,,,,,,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,,,,
,,,,,,c;texture=>HDGNOBLD,,,,,,,,,,,,,,,,,room;texture=>RMHDG,c;texture=>HDGNOBLD,c;curio=cc_bloodflower;texture=>TRCNOBLD,c;texture=>TRCNOBLD,c;texture=>HDGNOBLD,c;texture=>HDGBLD,,,,,,,,,,,,,,,,c;curio=cc_damned_fountain;texture=>TRCBLD,c;texture=>TRCBLD,c;texture=>TRCBLD,c;mash;texture=>TRCBLD,c;texture=>TRCBLD,c;curio=cc_hammer_game;texture=>TRCBLD,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,,,,
,,,,,,c;texture=>HDGNOBLD,,,,,,,,,,,,,,,,,c;texture=>HDGNOBLD,,,,,,,,,,,,,room;texture=room_wall.countess;curio=greenkey_heirloom_chest;icon=CC_BossIcon.png;final_room,,,,,,,,,,,,,c;texture=>TRCBLD,,,,,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,,,,
,,,,,,room;texture=>RMTRC;curio=cc_damned_fountain,c;texture=>TRCNOBLD,c;texture=>TRCNOBLD,c;texture=>TRCBLD,c;curio=cc_hive;texture=>TRCBLD,c;texture=>TRCBLD,,,,,,,,,,,,c;texture=>TRCBLD,,,,,,,,,,,,,c;texture=>TRCBLD,,,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,,c;curio=cc_bloodflower;texture=>HDGBLD,c;texture=>HDGBLD,c;texture=>TRCNOBLD,c;hunger;texture=>TRCNOBLD,c;texture=>TRCNOBLD,room;texture=>RMTRC;mash=named_c_B_4,,,,,,,,,,,,,,
,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,,c;mash=named_c_C_2;texture=>TRCBLD,,,,,,,,,,,,,c;curio=cc_shrew_elder;texture=>TRCBLD,,,,,,,,,,,,,c;texture=>TRCBLD,,,,,,,,,,,,c;texture=>HDGBLD,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,c;texture=>TRCNOBLD,,,,,,,,,,,,c;texture=>HDGNOBLD,,,,,,,,,,,,,c;curio=cc_shrew_hooded;texture=>HDGBLD,,,,,,,,,,,,,c;curio=cc_wine_crate;texture=>TRCBLD,,,,,,,,,,,,c;texture=>HDGBLD,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,c;trap=slumbering_vampire,,,,,,,room;texture=>RMHDG,c;texture=>TRCNOBLD,c;hunger;texture=>TRCBLD,c;curio=cc_hammer_game;texture=>TRCBLD,c;texture=>TRCBLD,c;texture=>SWAMPBLD,,,,,,,,,,,,,c;curio=cc_shrew_elder;texture=>SWAMPBLD,,,,,,,,,,,,,c;texture=>TRCBLD,c;texture=>TRCNOBLD,c;trap=blood_puddle;texture=>TRCNOBLD,c;texture=>TRCNOBLD,c;texture=>TRCNOBLD,room;texture=>RMHDG;curio=cc_egg_cluster,,,,,,,c;mash;texture=>HDGBLD,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,c;texture=>TRCBLD,,,,,,,c;texture=>HDGNOBLD,,,,,,,,,,,,,,,,,,c;curio=cc_shrew_hooded;texture=>TRCBLD,,,,,,,,,,,,,,,,,,c;texture=>HDGNOBLD,,,,,,,c;texture=>HDGBLD,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,c;curio=cc_wine_crate;texture=>TRCBLD,,,,,,,c;texture=>HDGBLD,,,,,,,,,,,,,,,,,,c;trap=slumbering_vampire;texture=>TRCBLD,,,,,,,,,,,,,,,,,,c;texture=>HDGBLD,,,,,,,c;texture=>HDGNOBLD,,,,,,,,,,,,,,,,,,,
